TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,hour,day_of_week,amount_zscore,transaction_frequency,avg_transaction_amount,max_transaction_amount,device_count,location_count,anomaly_score,risk_label,confidence_score
TX000012,AC00459,190.02,2023-02-06 17:30:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81,2024-11-04 08:07:12,17,0,-0.3684711836669546,7,216.2242857142857,414.49,7,6,0.0,C,0.03684711836669546
TX000013,AC00392,494.52,2023-06-07 17:21:28,Credit,Mesa,D000032,210.98.198.143,M057,Branch,24,Student,111,1,1620.02,2024-11-04 08:08:38,17,2,0.6745290497737377,3,288.1133333333333,494.52,3,3,0.0,C,0.06745290497737377
TX000014,AC00264,781.76,2023-11-20 16:39:15,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1,189.69,2024-11-04 08:07:06,16,0,1.6584088102121763,6,441.25500000000005,781.76,6,6,0.0,C,0.16584088102121763
TX000015,AC00085,166.99,2023-02-13 16:53:57,Debit,Louisville,D000309,188.124.181.12,M017,Online,18,Student,134,1,299.93,2024-11-04 08:10:09,16,0,-0.4473555691386759,6,282.61833333333334,702.87,6,5,0.0,C,0.04473555691386759
TX000016,AC00270,465.45,2023-12-12 16:23:31,Debit,Denver,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54,2024-11-04 08:12:19,16,1,0.5749559240393505,2,336.145,465.45,2,2,0.0,C,0.05749559240393505
TX000017,AC00317,555.8,2023-10-30 16:52:49,Credit,Austin,D000671,53.218.177.171,M048,Branch,19,Student,158,1,1131.26,2024-11-04 08:07:35,16,0,0.8844307059486002,7,433.22142857142853,864.72,7,5,0.0,C,0.08844307059486002
TX000018,AC00359,492.93,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,39,Engineer,234,1,5109.97,2024-11-04 08:11:51,18,3,0.6690828416582347,6,346.53833333333336,877.81,6,5,0.0,C,0.06690828416582348
TX000019,AC00242,18.68,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04 08:12:01,16,1,-0.9553600506545679,9,145.5211111111111,411.72,9,7,0.0,C,0.09553600506545679
TX000020,AC00285,71.48,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1,6568.59,2024-11-04 08:09:20,18,3,-0.7745048377623887,7,405.2242857142857,1221.65,7,7,0.0,C,0.07745048377623887
TX000021,AC00002,59.32,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,2024-11-04 08:09:24,16,1,-0.8161563413375573,7,293.7442857142857,516.47,7,7,0.0,C,0.08161563413375574
TX000022,AC00014,85.77,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,2024-11-04 08:08:13,18,4,-0.7255574704853198,9,348.25333333333333,719.76,9,9,0.0,C,0.07255574704853199
TX000023,AC00095,52.2,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,2024-11-04 08:07:01,18,1,-0.8405443927730178,8,397.73375,1432.02,8,8,0.0,C,0.08405443927730179
TX000024,AC00453,345.84,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,2024-11-04 08:07:04,18,1,0.16525721165235135,9,263.41111111111115,521.15,9,9,0.0,C,0.016525721165235135
TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:09,16,3,-0.5208279993761238,9,193.63444444444445,440.43,8,8,0.0,C,0.052082799937612376
TX000026,AC00041,7.49,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,2024-11-04 08:09:44,17,4,-0.9936890247504673,7,164.24,371.69,7,7,0.0,C,0.09936890247504673
TX000027,AC00441,246.93,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,2024-11-04 08:11:38,16,0,-0.1735380365894183,6,317.9483333333333,800.29,6,6,0.0,C,0.01735380365894183
TX000028,AC00057,40.32,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04 08:11:59,16,2,-0.8812368156737581,5,225.52399999999997,598.66,5,5,0.0,C,0.08812368156737581
TX000029,AC00390,127.45,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,44,Doctor,197,1,1772.06,2024-11-04 08:11:22,16,1,-0.5827914615204329,7,161.08142857142857,583.3,7,7,0.0,C,0.05827914615204329
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04 08:08:30,16,2,-0.8269459989248747,3,247.89999999999998,660.02,3,3,0.0,C,0.08269459989248748
TX000031,AC00367,28.31,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04 08:09:17,17,0,-0.922374526030483,7,233.61428571428573,490.82,7,7,0.0,C,0.0922374526030483
TX000032,AC00291,59.12,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,2024-11-04 08:06:58,16,0,-0.8168413989621488,7,404.0185714285714,1152.58,7,7,0.0,C,0.08168413989621488
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,16,0,0.33861104355525273,4,388.18,641.06,4,4,0.0,C,0.03386110435552527
TX000034,AC00359,877.81,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1,399.0,2024-11-04 08:07:50,17,0,1.987407734422286,6,346.53833333333336,877.81,6,5,0.0,C,0.1987407734422286
TX000035,AC00365,255.26,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,2024-11-04 08:10:51,16,4,-0.14500538652517872,5,197.974,280.99,5,5,0.0,C,0.014500538652517872
TX000036,AC00267,124.76,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,49,Engineer,45,1,5764.72,2024-11-04 08:06:23,16,0,-0.5920054865711898,10,200.31099999999998,796.3,9,10,0.0,C,0.059200548657118976
TX000037,AC00404,78.13,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,2024-11-04 08:12:18,16,1,-0.7517266717447184,4,87.4125,127.78,4,4,0.0,C,0.07517266717447184
TX000038,AC00202,649.28,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,2024-11-04 08:11:15,17,3,1.2046266396827083,12,310.1766666666667,649.28,12,11,1.0,A,0.12046266396827084
TX000039,AC00478,795.31,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,66,Doctor,90,2,7914.88,2024-11-04 08:11:17,17,3,1.7048214642782562,7,435.1857142857143,795.31,7,7,0.0,C,0.1704821464278256
TX000040,AC00405,335.63,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,55,Retired,216,1,1019.39,2024-11-04 08:07:32,17,1,0.13028501991695088,6,427.675,997.43,6,6,0.0,C,0.013028501991695089
TX000041,AC00421,328.47,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1,4323.66,2024-11-04 08:07:31,18,0,0.10575995695657214,3,221.37333333333333,328.47,3,2,0.0,C,0.010575995695657214
TX000042,AC00480,34.02,2023-01-09 16:13:21,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,38,Doctor,19,1,14214.48,2024-11-04 08:11:45,16,0,-0.9028161308483932,11,300.8636363636364,1087.9,10,10,0.5,B,0.09028161308483931
TX000043,AC00120,241.42,2023-04-20 18:57:43,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02,2024-11-04 08:09:03,18,3,-0.1924113741469166,6,290.7633333333333,730.1,6,6,0.0,C,0.019241137414691658
TX000044,AC00117,55.32,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,2024-11-04 08:08:03,16,2,-0.829857493829389,1,55.32,55.32,1,1,1.0,A,0.0829857493829389
TX000045,AC00011,304.31,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1,868.61,2024-11-04 08:09:53,16,2,0.023004995905908245,7,348.3228571428572,733.29,7,5,0.0,C,0.0023004995905908246
TX000046,AC00401,435.27,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,74,Retired,90,1,4673.28,2024-11-04 08:11:12,17,2,0.47158072848847987,6,276.9216666666667,523.74,6,6,0.0,C,0.04715807284884799
TX000047,AC00282,164.49,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,26,Student,75,1,1509.27,2024-11-04 08:10:33,16,2,-0.4559187894460708,6,297.63,959.48,5,6,0.0,C,0.045591878944607075
TX000048,AC00439,510.24,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,19,Student,105,1,781.7,2024-11-04 08:11:35,16,0,0.7283745790666367,9,465.0899999999999,903.19,9,7,0.0,C,0.07283745790666367
TX000049,AC00296,626.9,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,26,Student,138,1,265.51,2024-11-04 08:07:24,16,0,1.1279686914909097,4,389.09749999999997,626.9,4,4,0.0,C,0.11279686914909097
TX000050,AC00471,22.01,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,2024-11-04 08:06:31,16,0,-0.943953841205118,6,294.90833333333336,436.64,6,4,0.5,B,0.09439538412051181
TX000051,AC00159,425.34,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,2024-11-04 08:07:07,16,0,0.43756761742750755,5,204.82799999999997,425.34,5,5,0.0,C,0.043756761742750755
TX000052,AC00482,424.56,2023-02-21 17:45:55,Debit,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,2024-11-04 08:09:02,17,1,0.43489589269160045,6,265.6716666666667,686.17,6,5,0.0,C,0.043489589269160044
TX000053,AC00115,85.43,2023-06-07 16:45:34,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04 08:06:45,16,2,-0.7267220684471255,3,250.6966666666667,581.65,3,3,0.0,C,0.07267220684471255
TX000054,AC00055,169.5,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,28,Student,142,1,918.88,2024-11-04 08:08:58,16,3,-0.43875809595005155,5,188.22199999999998,386.68,5,5,0.0,C,0.04387580959500516
TX000055,AC00419,104.63,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,2024-11-04 08:10:42,17,2,-0.6609565364863331,3,280.6066666666666,451.7,3,3,0.0,C,0.06609565364863332
TX000056,AC00374,316.95,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,25,Student,83,1,1324.03,2024-11-04 08:09:15,17,4,0.06630063778009655,6,222.90833333333333,516.72,6,5,0.0,C,0.006630063778009655
TX000057,AC00271,60.54,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,2024-11-04 08:09:57,17,3,-0.8119774898275486,5,142.30599999999998,346.76,5,4,0.0,C,0.08119774898275486
TX000058,AC00456,292.56,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1,4638.37,2024-11-04 08:07:49,17,4,-0.01724213953884754,11,280.9636363636364,1022.75,11,9,0.5,B,0.001724213953884754
TX000059,AC00143,386.52,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,2024-11-04 08:07:09,16,4,0.30459793249428035,5,275.756,447.83,5,5,0.0,C,0.030459793249428036
TX000060,AC00427,112.07,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,2024-11-04 08:11:37,16,0,-0.635472392851526,9,266.39444444444445,926.53,9,7,0.0,C,0.0635472392851526
TX000061,AC00438,568.52,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1,5499.91,2024-11-04 08:06:25,18,4,0.9280003708726253,8,165.69125,568.52,8,7,0.5,B,0.09280003708726253
TX000062,AC00002,263.99,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,79,Retired,227,2,4175.02,2024-11-04 08:11:03,16,1,-0.11510262121175584,7,293.7442857142857,516.47,7,7,0.0,C,0.011510262121175584
TX000063,AC00425,349.64,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,2024-11-04 08:08:09,16,1,0.17827330651959158,7,355.30571428571426,644.17,7,7,0.0,C,0.01782733065195916
TX000064,AC00325,601.4,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,56,Engineer,104,1,8458.29,2024-11-04 08:08:01,17,1,1.0406238443554823,5,331.656,601.4,5,4,0.0,C,0.10406238443554823
TX000065,AC00434,5.77,2023-11-02 16:01:40,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,2024-11-04 08:11:32,16,3,-0.999580520321955,7,257.0142857142857,870.43,7,6,0.0,C,0.0999580520321955
TX000066,AC00242,201.33,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,17,2,-0.3297311749963003,9,145.5211111111111,411.72,9,7,0.0,C,0.03297311749963003
TX000067,AC00319,298.42,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,2024-11-04 08:10:12,16,1,0.0028300488616860293,5,333.68600000000004,542.75,5,5,0.0,C,0.0002830048861686029
TX000068,AC00460,521.06,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42,2024-11-04 08:12:10,18,1,0.7654361965570413,12,464.195,1607.55,12,9,1.0,A,0.07654361965570414
TX000069,AC00461,117.28,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1,3665.77,2024-11-04 08:07:11,16,3,-0.6176266417309151,3,167.73333333333332,350.46,3,2,0.0,C,0.06176266417309151
TX000070,AC00395,189.12,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01,2024-11-04 08:08:42,16,0,-0.37155394297761674,3,317.4166666666667,391.66,3,3,0.0,C,0.03715539429776167
TX000071,AC00217,133.55,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,2024-11-04 08:10:18,16,1,-0.5618972039703894,6,232.59666666666666,1074.95,6,6,0.0,C,0.05618972039703894
TX000072,AC00053,143.21,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82,2024-11-04 08:09:26,17,4,-0.5288089207026158,7,100.47285714285715,212.74,7,5,0.5,B,0.05288089207026157
TX000073,AC00282,24.77,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1,5866.01,2024-11-04 08:12:15,18,1,-0.9345000459857541,6,297.63,959.48,5,6,0.0,C,0.09345000459857541
TX000074,AC00110,233.92,2023-10-20 16:54:28,Credit,Jacksonville,D000295,152.140.239.181,M046,Online,26,Student,280,1,6537.62,2024-11-04 08:08:45,16,4,-0.21810103506910114,8,313.47125,1250.94,8,8,0.0,C,0.021810103506910115
TX000075,AC00265,1212.51,2023-10-04 16:36:29,Debit,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:51,16,2,3.1338516691763085,9,439.2888888888889,1212.51,9,9,0.5,B,0.31338516691763085
TX000076,AC00239,232.12,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:17,17,3,-0.22426655369042536,5,207.22799999999998,302.63,5,5,0.0,C,0.022426655369042536
TX000077,AC00007,162.63,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,22,Student,113,1,634.17,2024-11-04 08:08:22,17,0,-0.4622898253547726,5,299.07599999999996,637.75,5,5,0.0,C,0.04622898253547726
TX000078,AC00022,91.53,2023-03-13 16:32:12,Debit,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04 08:11:36,16,0,-0.705827810897082,4,193.92000000000002,514.33,4,4,0.0,C,0.0705827810897082
TX000079,AC00464,120.29,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,19,Student,77,1,1362.39,2024-11-04 08:06:50,18,0,-0.6073165244808116,8,337.77125,1431.3,8,7,0.0,C,0.060731652448081166
TX000080,AC00014,174.25,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,2024-11-04 08:10:29,18,0,-0.42248797736600135,9,348.25333333333333,719.76,9,9,0.0,C,0.04224879773660013
TX000081,AC00406,183.71,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,2024-11-04 08:09:51,18,0,-0.3900847517228192,1,183.71,183.71,1,1,1.0,A,0.03900847517228192
TX000082,AC00445,345.39,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96,2024-11-04 08:08:16,17,0,0.16371583199702033,5,357.5,671.73,5,5,0.0,C,0.016371583199702035
TX000083,AC00236,922.55,2023-01-23 16:32:48,Debit,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,2024-11-04 08:11:07,16,0,2.1406551250434243,6,345.3999999999999,922.55,6,6,0.0,C,0.21406551250434241
TX000084,AC00220,259.91,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,16,0,-0.12907779675342418,6,425.175,1360.01,6,5,0.0,C,0.012907779675342419
TX000085,AC00140,154.71,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:42,16,0,-0.4894181072885994,7,150.40285714285713,241.45,7,7,0.0,C,0.04894181072885994
TX000086,AC00098,1340.19,2023-09-29 17:22:10,Credit,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,2024-11-04 08:06:53,17,4,3.571192456715578,5,642.514,1340.19,5,5,1.0,A,0.35711924567155784
TX000087,AC00303,24.56,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04 08:12:05,17,4,-0.9352193564915753,6,498.2416666666666,1512.99,6,6,0.5,B,0.09352193564915753
TX000088,AC00373,568.07,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,48,Doctor,115,1,10556.81,2024-11-04 08:07:32,17,0,0.9264589912172945,9,222.35444444444445,568.07,9,9,0.0,C,0.09264589912172945
TX000089,AC00438,9.61,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1,12883.91,2024-11-04 08:09:10,18,3,-0.9864274139297964,8,165.69125,568.52,8,7,0.0,C,0.09864274139297964
TX000090,AC00437,392.96,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65,2024-11-04 08:08:38,16,0,0.32665678800612946,4,230.5425,498.67,4,4,0.0,C,0.03266567880061295
TX000091,AC00106,716.93,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,2024-11-04 08:08:12,16,3,1.436347381200813,6,344.03,716.93,6,6,0.0,C,0.1436347381200813
TX000092,AC00310,223.85,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,2024-11-04 08:08:01,16,0,-0.2525936864672876,7,439.97714285714284,832.3,7,7,0.0,C,0.025259368646728758
TX000093,AC00149,230.66,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,2024-11-04 08:10:44,18,0,-0.229267474349944,6,369.68333333333334,1092.73,6,6,0.0,C,0.0229267474349944
TX000094,AC00373,442.12,2023-12-21 16:37:03,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,2024-11-04 08:08:21,16,3,0.49504395213074187,9,222.35444444444445,568.07,9,9,0.0,C,0.04950439521307419
TX000095,AC00425,644.17,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:04,16,3,1.1871234173743932,7,355.30571428571426,644.17,7,7,0.0,C,0.11871234173743932
TX000096,AC00010,508.68,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,51,Engineer,127,1,7708.41,2024-11-04 08:09:32,16,0,0.7230311295948223,7,395.5242857142857,1086.6,7,7,0.0,C,0.07230311295948223
TX000097,AC00348,858.63,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,27,Student,185,1,1872.96,2024-11-04 08:10:47,17,1,1.9217107082239533,4,361.24,858.63,4,4,0.0,C,0.19217107082239532
TX000098,AC00011,25.36,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1,201.04,2024-11-04 08:11:05,17,0,-0.9324791259932088,7,348.3228571428572,733.29,7,5,0.0,C,0.09324791259932089
TX000099,AC00453,147.62,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,71,Retired,133,1,2115.8,2024-11-04 08:07:22,17,4,-0.5137034000803712,9,263.41111111111115,521.15,9,9,0.0,C,0.05137034000803712
TX000100,AC00178,115.02,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,37,Doctor,175,1,7643.66,2024-11-04 08:08:38,16,0,-0.6253677928888002,5,175.822,446.1,5,4,0.0,C,0.06253677928888002
TX000101,AC00265,383.37,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1,8901.93,2024-11-04 08:11:07,17,1,0.29380827490696293,9,439.2888888888889,1212.51,9,9,0.0,C,0.029380827490696294
TX000102,AC00018,98.54,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,2024-11-04 08:10:02,16,4,-0.6818165411551468,3,552.89,1228.81,3,3,0.5,B,0.06818165411551468
TX000103,AC00075,83.24,2023-10-16 18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04 08:10:52,18,0,-0.7342234494364034,5,218.37400000000002,647.85,5,5,0.0,C,0.07342234494364033
TX000104,AC00464,196.16,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86,2024-11-04 08:08:32,16,4,-0.3474399145919929,8,337.77125,1431.3,8,7,0.0,C,0.03474399145919929
TX000105,AC00170,129.94,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92,2024-11-04 08:06:35,16,0,-0.5742624940942677,7,247.32571428571433,1192.2,7,6,0.0,C,0.05742624940942677
